5.251790872444712654e-01 4.700036636851603333e+00
2.879329571690062650e+00 5.126515925132592244e+00
1.654113127764801128e+00 4.636668400453082484e+00
3.964056735207075022e+00 5.476980169111595131e+00
2.044647708563759547e+00 4.636005710701184057e+00
2.263527853871735385e+00 4.933750212294329529e+00
1.125187329712842743e+00 4.644568619655339070e+00
3.353541452289186431e+00 4.672592182325564281e+00
1.516813527874836698e+00 5.097282060644831247e+00
3.055606643354911611e+00 5.160256840940141920e+00
2.588329345102528656e+00 5.158181364289903925e+00
3.819224035225376568e+00 5.535190346996213151e+00
3.005110176538217104e-02 4.880293523720895088e+00
3.117682507172480744e+00 5.222938418117348824e+00
3.611119915165459382e+00 5.415638758796747609e+00
3.864139699148237739e+00 5.617810818419497920e+00
1.563942662269771411e+00 5.132086095857286701e+00
2.071011010563470034e+00 5.005058074496137266e+00
3.546247913576723310e+00 4.946939458325732453e+00
6.211878388487881431e-01 4.554072151060890583e+00
3.011343309180424033e+00 5.118746058594500603e+00
3.169974941306686667e+00 5.160289740567419514e+00
2.853735905976965359e+00 5.277591686225628465e+00
3.397677926315925578e+00 5.428964925179283085e+00
1.970734149711969252e+00 5.202927657169632347e+00
3.982804112680238706e+00 5.444983604111468090e+00
1.342189363012601167e+00 4.303458666958986711e+00
1.078179816343702413e+00 5.204698607597692650e+00
3.400606786585186114e+00 5.311324378411755198e+00
1.899120206166097446e+00 4.850377718171545283e+00
4.868610048487154174e-01 4.324555378542100037e+00
1.048585883710191347e+00 5.209402744334834523e+00
1.549490961174550208e+00 4.994275931638221699e+00
3.408854547365217869e+00 5.375922645914833709e+00
1.490098681300243033e+00 5.278516249862017062e+00
1.486938849789277484e+00 4.887816791367071367e+00
2.072990507916911973e+00 4.813425474602133214e+00
2.998993791489534821e-01 4.331089452620575209e+00
1.459253842386264211e+00 4.547808183948712113e+00
1.717598464071134146e+00 4.686240404870634535e+00
6.667583694511729497e+00 8.071918944369130600e+00
5.618579671642200069e+00 8.841070903796959257e+00
6.773606444373152513e+00 8.417537977208883859e+00
4.810743339845376276e+00 7.102558911078428849e+00
7.783769125987575421e+00 5.169345910195832339e+00
6.773372333674887003e+00 8.100800238018301513e+00
5.198239179357594608e+00 8.547838506422047899e+00
7.772529806855869694e+00 4.716832979914467927e+00
7.440503600663502581e+00 5.732489758081309006e+00
7.748717043920226644e+00 5.158896668137278319e+00
4.669995833173990363e+00 7.270893666877139339e+00
5.489708462762839858e+00 9.059386425525730147e+00
5.925222016690306681e+00 9.807532865590282256e+00
7.904581029173512796e+00 4.321594778188229569e+00
4.448659396165890456e+00 6.457004759866937782e+00
7.677994556529087689e+00 4.953600505715860081e+00
4.793407098974128644e+00 7.314226593674318266e+00
5.686614930943742152e+00 9.171599344619078664e+00
5.414126517513073722e+00 9.038348214467180952e+00
7.182009403815539095e+00 6.333536135089250507e+00
7.064097443880646310e+00 7.237321227913376731e+00
6.131288248968450816e+00 9.229834090094280796e+00
6.108460765029027684e+00 9.854913172064581062e+00
4.162745363764317474e+00 5.934733675930308650e+00
7.228619309299702422e+00 6.326230842779207109e+00
5.956210486561330342e+00 9.632457829157479168e+00
7.057281363803083352e+00 7.348746502826308813e+00
5.194440108350038443e+00 8.758502684275045524e+00
7.030384303569300108e+00 7.160440701288376175e+00
5.367497979252553009e+00 9.059372451017816630e+00
5.362324254789268885e+00 8.941238129986189165e+00
